0.998741,0.0115386,-0.0488129,0,2.71015e-07,0.973179,0.230049,0,0.0501581,-0.22976,0.971954,0,-49.2916,1.38691,-4.14023,1|
0.999733,0.00131091,-0.0230865,0,3.14321e-08,0.998392,0.0566925,0,0.0231237,-0.0566773,0.998125,0,-49.1559,0.718616,-5.64833,1|
0.985777,-0.0095277,0.167789,0,-2.79397e-08,0.998392,0.0566925,0,-0.16806,-0.0558861,0.984191,0,-47.385,1.24562,-13.7952,1|
0.948877,-0.0178949,0.31514,0,8.75443e-08,0.998392,0.0566925,0,-0.315648,-0.0537942,0.947351,0,-44.7367,1.64404,-20.8116,1|
0.920164,-0.0221971,0.390904,0,6.51926e-08,0.998392,0.0566925,0,-0.391533,-0.0521664,0.918684,0,-42.8974,1.84575,-24.3639,1|
0.853324,-0.0295585,0.520542,0,6.89179e-08,0.998392,0.0566925,0,-0.521381,-0.048377,0.851952,0,-38.8818,2.1852,-30.3419,1|
0.788548,-0.0348644,0.613984,0,5.02914e-08,0.998392,0.0566925,0,-0.614973,-0.0447048,0.78728,0,-35.1735,2.42452,-34.5564,1|
0.71691,-0.039524,0.696044,0,-4.28408e-08,0.998392,0.0566924,0,-0.697166,-0.0406434,0.715757,0,-31.1934,2.62994,-38.174,1|
0.665556,-0.0423123,0.745148,0,3.72529e-09,0.998392,0.0566925,0,-0.746348,-0.037732,0.664485,0,-28.3956,2.75012,-40.2905,1|
0.625243,-0.0442446,0.779175,0,3.35276e-08,0.998392,0.0566925,0,-0.78043,-0.0354466,0.624237,0,-26.225,2.83189,-41.7304,1|
0.611527,0.0431334,0.790047,0,-1.49012e-08,0.998513,-0.0545148,0,-0.791224,0.0333373,0.610618,0,-25.4911,-1.84378,-42.2375,1|
0.611526,0.0720546,0.787936,0,5.96046e-08,0.995845,-0.0910673,0,-0.791224,0.0556901,0.608985,0,-25.4911,-3.39028,-42.1416,1|
0.622855,0.144918,0.768798,0,1.86265e-07,0.982694,-0.185238,0,-0.782337,0.115377,0.612076,0,-26.0971,-7.30863,-41.2641,1|
0.622855,0.144918,0.768798,0,1.86265e-07,0.982694,-0.185238,0,-0.782337,0.115377,0.612076,0,-26.0971,-7.30863,-39.4161,1|
0.622855,0.144918,0.768798,0,1.86265e-07,0.982694,-0.185238,0,-0.782337,0.115377,0.612076,0,-26.0971,-7.30863,-38.5881,1|
0.528067,0.157305,0.834506,0,1.19209e-07,0.982694,-0.185238,0,-0.849203,0.0978182,0.518928,0,-21.3734,-7.8195,-41.2983,1|
0.471012,0.163404,0.86686,0,-9.68575e-08,0.982694,-0.185238,0,-0.882127,0.0872495,0.462861,0,-18.5598,-8.06329,-42.5915,1|
