0.990866,0.0451244,-0.127075,0,-5.58793e-08,0.94235,0.334629,0,0.134849,-0.331573,0.933743,0,-9.47359,4.99295,-26.7274,1|
0.990866,0.0451244,-0.127075,0,-5.58793e-08,0.94235,0.334629,0,0.134849,-0.331573,0.933743,0,-9.47359,4.99295,-24.4534,1|
0.990866,0.0451244,-0.127075,0,-5.58793e-08,0.94235,0.334629,0,0.134849,-0.331573,0.933743,0,-9.47359,4.99296,-21.8464,1|
0.990866,0.0451244,-0.127075,0,-5.96046e-08,0.94235,0.334629,0,0.134849,-0.331573,0.933743,0,-9.47359,4.99296,-19.4344,1|
0.990807,-0.0429827,0.128276,0,-4.84288e-08,0.948185,0.317718,0,-0.135286,-0.314797,0.939468,0,-3.9294,5.23567,-20.6561,1|
0.999966,-0.000737144,0.00825978,0,-1.97324e-08,0.996041,0.0888941,0,-0.00829261,-0.088891,0.996007,0,-6.59758,0.237129,-20.6384,1|
0.999966,-0.000737144,0.00825978,0,-1.97324e-08,0.996041,0.0888941,0,-0.00829261,-0.088891,0.996007,0,-6.59758,0.237129,-18.1724,1|
0.999966,-0.000737143,0.00825977,0,-1.90339e-08,0.996041,0.088894,0,-0.0082926,-0.0888909,0.996007,0,-6.59758,0.237127,-15.5774,1|
0.999966,-0.000737143,0.00825977,0,-1.90339e-08,0.996041,0.088894,0,-0.0082926,-0.0888909,0.996007,0,-6.59757,0.237127,-13.0274,1|
0.98856,0.0134076,-0.15023,0,-1.30385e-08,0.996041,0.088894,0,0.150827,-0.0878771,0.984647,0,-8.37558,0.13062,-10.541,1|
0.956814,0.0258415,-0.289549,0,1.11759e-08,0.996041,0.088894,0,0.2907,-0.085055,0.953026,0,-9.79313,0.0144944,-9.23984,1|
0.912121,0.0364395,-0.408298,0,-3.72529e-09,0.996041,0.088894,0,0.409921,-0.0810821,0.90851,0,-10.8833,-0.102754,-7.92609,1|
0.849434,0.0469089,-0.525606,0,-7.45058e-09,0.996041,0.088894,0,0.527695,-0.0755096,0.846071,0,-11.8362,-0.237782,-6.41312,1|
0.694974,0.0517219,-0.717172,0,0,0.99741,0.0719324,0,0.719035,-0.0499911,0.693174,0,-13.032,-0.568496,-3.33515,1|
0.462524,0.0324884,-0.886011,0,9.31323e-09,0.999329,0.0366435,0,0.886607,-0.0169485,0.462214,0,-13.4288,-0.826362,0.515192,1|
0.247424,0.014796,-0.968794,0,-6.0536e-09,0.999883,0.0152708,0,0.968907,-0.00377837,0.247395,0,-12.9479,-0.861853,3.59009,1|
0.147812,0.0151031,-0.9889,0,-7.21775e-09,0.999883,0.0152708,0,0.989016,-0.0022572,0.147795,0,-12.5154,-0.881636,4.88543,1|
0.147812,0.0151031,-0.9889,0,-7.21775e-09,0.999883,0.0152708,0,0.989016,-0.0022572,0.147795,0,-12.5154,-0.881636,3.47843,1|
0.147812,0.0151031,-0.9889,0,-7.21775e-09,0.999883,0.0152708,0,0.989016,-0.0022572,0.147795,0,-12.0444,-0.881636,3.47843,1|
0.147812,0.0151031,-0.9889,0,-7.21775e-09,0.999883,0.0152708,0,0.989016,-0.0022572,0.147795,0,-12.0444,-0.881636,4.37843,1|
0.0980195,-0.0490485,-0.993975,0,1.35042e-08,0.998785,-0.0492859,0,0.995185,0.00483096,0.0979004,0,-11.809,-0.567746,5.02406,1|
-0.133552,0.0893898,-0.987002,0,3.91155e-08,0.995924,0.0901978,0,0.991042,0.0120461,-0.133008,0,-10.3443,-1.4944,7.46845,1|
-0.215159,0.00383484,-0.976571,0,-1.62981e-09,0.999992,0.00392681,0,0.976579,0.000844891,-0.215157,0,-9.6817,-0.847663,8.40011,1|
-0.676553,0.0958,-0.730136,0,-7.45058e-09,0.991502,0.130093,0,0.736394,0.0880151,-0.670803,0,-4.15118,-2.38569,11.9202,1|
-0.864273,-0.031147,-0.502057,0,0,0.998081,-0.0619197,0,0.503022,-0.0535155,-0.862615,0,-0.373212,-0.019635,12.8404,1|
-0.975438,-0.00970429,-0.220061,0,-6.51926e-09,0.999029,-0.0440554,0,0.220275,-0.0429733,-0.974491,0,3.49209,-0.270447,12.3591,1|
-0.997743,-0.00295822,-0.0670824,0,-1.00117e-08,0.999029,-0.0440554,0,0.0671476,-0.043956,-0.996774,0,5.35335,-0.300689,11.6733,1|
-0.999931,-0.00167565,-0.0116644,0,1.88593e-08,0.989838,-0.142197,0,0.0117841,-0.142187,-0.98977,0,5.9903,0.805322,11.3351,1|
-0.999931,-0.00167565,-0.0116644,0,1.88593e-08,0.989838,-0.142197,0,0.0117841,-0.142187,-0.98977,0,5.9903,0.805323,12.1541,1|
-0.999931,-0.00167565,-0.0116644,0,2.03727e-08,0.989838,-0.142197,0,0.0117841,-0.142187,-0.98977,0,5.9903,0.805327,17.4401,1|
-0.999067,0.0157578,-0.0402093,0,-3.72529e-08,0.931056,0.364876,0,0.0431868,0.364535,-0.930188,0,5.35681,-9.32471,19.0635,1|
-0.992005,0.0204489,-0.124534,0,-2.04891e-08,0.986785,0.162034,0,0.126202,0.160738,-0.978896,0,3.57918,-5.19591,26.0899,1|
